,file,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,事業形態,分野,案件名,連番,地域,地域詳細
477,https://www2.jica.go.jp/ja/evaluation/pdf/2013_0960510_4_f.pdf,カンボジア,2013,カンボジア事務所,,369000000.0,223000000.0,2009-07-30,2011-05-26,2009-07-30,2011-02-02,23.0,19.0,高い,,高い,高い,高い,60.0,83.0,中程度,,,非常に高い,,無償,水資源開発,コンポンチャム州メモット郡村落飲料水供給計画,1,アジア,東南アジア
478,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960660_4_f.pdf,カンボジア,2014,カンボジア事務所,,931000000.0,711000000.0,2009-07-30,2012-03-30,2009-07-30,2012-03-30,33.0,33.0,高い,,中程度,中程度,高い,76.0,100.0,低い,,,一部課題がある,,無償,水産,海洋養殖開発センター建設計画,1,アジア,東南アジア
479,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0800190_4_f.pdf,カンボジア,2017,カンボジア事務所,,430000000.0,439000000.0,2009-11-01,2014-11-01,2009-11-01,2014-11-01,60.0,60.0,高い,,中程度,中程度,中程度,102.0,100.0,中程度,,,一部課題がある,,技協,保健・医療,レファラル病院における医療機材管理強化プロジェクト,1,アジア,東南アジア
480,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0900379_4_f.pdf,カンボジア,2016,カンボジア事務所,,350000000.0,314000000.0,2010-01-01,2013-01-01,2010-01-01,2013-01-01,36.0,36.0,高い,,高い,高い,高い,90.0,100.0,中程度,,,非常に高い,,技協,保健・医療,全国結核有病率調査を中心とした結核対策能力強化プロジェクト,1,アジア,東南アジア
481,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0900375_4_f.pdf,カンボジア,2017,カンボジア事務所,,420000000.0,445000000.0,2010-03-01,2015-03-01,2010-03-01,2015-03-01,60.0,60.0,高い,,高い,高い,中程度,106.0,100.0,中程度,,,高い,,技協,開発計画一般,地方行政法運用のための首都と州レベルの能力開発プロジェクト,1,アジア,東南アジア
482,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900381_4_f.pdf,カンボジア,2019,カンボジア事務所,,420000000.0,435000000.0,2010-03-01,2015-02-02,2010-03-01,2015-08-01,60.0,66.0,高い,,高い,高い,中程度,104.0,110.0,高い,,,非常に高い,,技協,保健・医療,助産能力強化を通じた母子保健改善プロジェクト,1,アジア,東南アジア
483,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0962090_4_f.pdf,カンボジア,2016,カンボジア事務所,,720000000.0,717000000.0,2010-03-18,2012-02-11,2010-03-18,2013-06-20,23.0,39.0,高い,,高い,高い,中程度,99.0,171.0,高い,,,非常に高い,,無償,新・再生エネルギー,太陽光を活用したクリーンエネルギー導入計画,1,アジア,東南アジア
484,https://www2.jica.go.jp/ja/evaluation/pdf/2019_0900382_4_f.pdf,カンボジア,2019,カンボジア事務所,,380000000.0,262000000.0,2010-06-01,2015-06-01,2010-06-01,2015-06-01,60.0,60.0,高い,,中程度,中程度,高い,69.0,100.0,中程度,,,高い,,技協,保健・医療,医療技術者育成システム強化プロジェクト,1,アジア,東南アジア
485,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1000226_4_f.pdf,カンボジア,2017,カンボジア事務所,,440000000.0,361000000.0,2010-10-01,2015-03-01,2010-10-01,2015-03-01,54.0,54.0,高い,,高い,高い,高い,82.0,100.0,中程度,,,非常に高い,,技協,農業一般,トンレサップ西部地域農業生産性向上プロジェクト,1,アジア,東南アジア
486,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0609344_4_f.pdf,カンボジア,2018,カンボジア事務所,,900000000.0,1038000000.0,2010-10-01,2015-05-22,2010-10-01,2015-09-01,54.0,102.0,高い,,高い,高い,中程度,115.0,106.0,中程度,,,高い,,技協,統計,政府統計能力向上計画フェーズ2,1,アジア,東南アジア
487,https://www2.jica.go.jp/ja/evaluation/pdf/2015_1060920_4_f.pdf,カンボジア,2015,Value Frontier 株式会社,末吉由起子,1298000000.0,1239000000.0,2011-03-01,2012-05-23,2011-03-01,2012-02-01,16.0,12.0,高い,,高い,高い,高い,95.0,75.0,中程度,,,非常に高い,,無償,その他,第六次地雷除去活動機材整備計画,1,アジア,東南アジア
488,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1061220_4_f.pdf,カンボジア,2016,インテムコンサルティング株式会社,長島聡,2760000000.0,1645000000.0,2011-03-01,2013-05-31,2011-03-01,2013-06-01,28.0,28.0,高い,,高い,高い,高い,59.6,100.0,高い,,,非常に高い,,無償,上水道,地方州都における配水管改修及び拡張計画,1,アジア,東南アジア
489,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1000222_4_f.pdf,カンボジア,2018,カンボジア事務所,,358000000.0,445000000.0,2011-03-01,2015-02-01,2011-03-01,2015-02-01,48.0,48.0,高い,,中程度,中程度,中程度,124.0,100.0,中程度,,,一部課題がある,,技協,水産,淡水養殖改善・普及計画プロジェクトフェーズ2,1,アジア,東南アジア
490,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1061230_4_f.pdf,カンボジア,2018,三菱 UFJ リサーチ&コンサルティング株式会社,島村真澄・田口涼子,3710000000.0,2390000000.0,2011-03-01,2015-10-01,2011-03-01,2015-10-01,56.0,56.0,高い,高い,高い,高い,高い,64.0,100.0,中程度,,,非常に高い,,無償,都市衛生、社会基盤一般,第3次プノンペン市洪水防御・排水改善計画,1,アジア,東南アジア
491,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1003580_4_f.pdf,カンボジア,2021,カンボジア事務所,,535000000.0,539000000.0,2011-06-01,2016-05-01,2011-06-01,2016-05-01,60.0,60.0,高い,,高い,高い,中程度,101.0,100.0,中程度,,,高い,,技協,林業・森林保全,REDD+戦略政策実施支援プロジェクト,1,アジア,東南アジア
492,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1000212_4_f.pdf,カンボジア,2017,カンボジア事務所,,380000000.0,287000000.0,2012-03-01,2014-02-27,2012-03-01,2014-12-01,25.0,34.0,高い,,高い,高い,中程度,76.0,138.0,中程度,,,高い,,技協,都市交通,プノンペン都総合交通計画プロジェクト,1,アジア,東南アジア
493,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1161510_4_f.pdf,カンボジア,2016,カンボジア事務所,,374000000.0,214000000.0,2012-03-20,2013-05-24,2012-03-20,2013-05-24,14.0,14.0,高い,,高い,高い,高い,57.0,100.0,低い,,,高い,,無償,保健・医療,国立、市及び州病院医療機材整備計画,1,アジア,東南アジア
494,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1161650_4_f.pdf,カンボジア,2017,OPMAC 株式会社,秋元光一,1513000000.0,1285000000.0,2012-09-01,2015-01-01,2012-09-01,2015-01-01,29.0,29.0,高い,,高い,高い,高い,85.0,100.0,中程度,,,非常に高い,,無償,道路,洪水対策支援計画,1,アジア,東南アジア
495,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0702263_4_f.pdf,カンボジア,2018,カンボジア事務所,,280000000.0,318000000.0,2013-01-01,2015-08-31,2013-01-01,2015-09-01,33.0,33.0,高い,,中程度,中程度,中程度,114.0,100.0,中程度,,,一部課題がある,,技協,電力,送変電システム運営能力強化プロジェクト【有償勘定技術支援】,1,アジア,東南アジア
496,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1260720_4_f.pdf,カンボジア,2017,カンボジア事務所,,596000000.0,594000000.0,2013-03-21,2014-11-28,2013-03-21,2015-06-20,20.0,27.0,高い,,高い,高い,中程度,100.0,133.0,高い,,,非常に高い,,無償,高等教育,カンボジア工科大学施設機材整備計画,1,アジア,東南アジア
497,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1260800_4_f.pdf,カンボジア,2018,三菱 UFJ リサーチ&コンサルティング株式会社,島村真澄,1488000000.0,1487000000.0,2013-04-01,2015-11-30,2013-04-01,2015-11-01,33.0,32.0,高い,,高い,高い,高い,100.0,97.0,高い,,,非常に高い,,無償,エネルギー一般,ラタナキリ州小水力発電所建設・改修計画,1,アジア,東南アジア
498,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1261040_4_f.pdf,カンボジア,2018,三菱UFJリサーチ&コンサルティング株式会社,島村真澄・矢野麻美子,1575000000.0,1098000000.0,2013-04-01,2015-08-07,2013-04-01,2015-11-01,29.0,32.0,高い,,高い,高い,中程度,92.0,110.0,中程度,,,高い,,無償,保健・医療,シハヌーク州病院整備計画,1,アジア,東南アジア
499,https://www2.jica.go.jp/ja/evaluation/pdf/2018_1200192_4_f.pdf,カンボジア,2018,カンボジア事務所,,290000000.0,283000000.0,2013-06-01,2015-06-01,2013-06-01,2015-06-01,24.0,24.0,高い,,中程度,中程度,高い,98.0,100.0,中程度,,,高い,,技協,商業経営,中小企業支援体制の戦略的強化プロジェクト,1,アジア,東南アジア
500,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1360280_4_f.pdf,カンボジア,2019,三菱 UFJ リサーチ&コンサルティング株式会社,島村真澄,3393000000.0,3327000000.0,2013-07-01,2016-06-02,2013-08-01,2016-06-01,36.0,35.0,高い,,高い,高い,高い,99.0,97.0,高い,,,非常に高い,被援助国負担額は計画時の金額。実績額は不明。,無償,上水道,コンポンチャム及びバッタンバン上水道拡張計画,1,アジア,東南アジア
501,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1200196_4_f.pdf,カンボジア,2019,カンボジア事務所,,302000000.0,473000000.0,2013-07-01,2015-12-10,2013-07-01,2016-12-01,30.0,42.0,高い,高い,中程度,中程度,中程度,157.0,140.0,中程度,,,一部課題がある,,技協,測量・地図,電子海図策定支援プロジェクト,1,アジア,東南アジア
502,https://www2.jica.go.jp/ja/evaluation/pdf/2019_1360670_4_f.pdf,カンボジア,2019,(株)片平エンジニアリング・インターナショナル,佐々木篤,1202000000.0,1091000000.0,2014-04-01,2016-03-09,2014-04-01,2016-10-01,24.0,31.0,高い,,高い,高い,中程度,91.0,129.0,高い,,,非常に高い,,無償,保健・医療,国立母子保健センター拡張計画,1,アジア,東南アジア
503,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1300182_4_f.pdf,カンボジア,2023,カンボジア事務所,,603000000.0,538000000.0,2014-05-01,2019-04-30,2014-05-17,2019-05-16,60.0,60.0,高い,高い,高い,高い,非常に高い,89.0,100.0,高い,MOWRAM とのコミュニケーションと連携に関して、JICA 専門家の座席が MOWRAM カウンターパート職員の隣に配置され、本事業のメンバー間の緊密なコミュニケーションと関係構築に貢献したことは注目に値する。この友好関係が事業完了後も維持できているおかげで、JICA 本部の担当部署とカンボジア事務所が、国別研修の実施・調整においても、MOWRAMと良好なコミュニケーションを取ることができている。,知識共創の一例として、本事業は JICA が近隣諸国(ベトナム、タイ、フィリピン、インドネシア)における灌漑・流域管理事業との技術交流を実施した。この交流を通じて得られた知識と経験は、流域水資源利用計画の策定や流域管理委員会会合の開催で有効に活用された。,非常に高い,,技協,農業土木,流域水資源利用プロジェクト,1,アジア,東南アジア
504,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460250_4_f.pdf,カンボジア,2021,カンボジア事務所,,851000000.0,834000000.0,2014-06-30,2016-08-29,2014-06-30,2018-01-26,34.0,56.0,高い,,高い,高い,中程度,98.0,165.0,中程度,,,高い,,無償,中等教育,プノンペン前期中等教育施設拡張計画,1,アジア,東南アジア
505,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1460670_4_f.pdf,カンボジア,2020,OPMAC 株式会社,小林信行/佐藤功一,1086000000.0,1014000000.0,2015-03-01,2017-01-03,2015-03-01,2017-06-01,23.0,28.0,高い,,高い,高い,中程度,93.0,122.0,高い,,,非常に高い,,無償,保健・医療,スバイリエン州病院改善計画,1,アジア,東南アジア
506,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1300179_4_f.pdf,カンボジア,2021,カンボジア事務所,,300000000.0,407000000.0,2015-03-01,2018-03-02,2015-04-01,2018-03-01,36.0,35.0,高い,,高い,高い,中程度,136.0,97.0,中程度,,,高い,,技協,道路,道路・橋梁の維持管理能力強化プロジェクト,1,アジア,東南アジア
507,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1460680_4_f.pdf,カンボジア,2021,三菱UFJリサーチ&コンサルティング株式会社,島村真澄,1731000000.0,1595000000.0,2015-04-01,2017-03-13,2015-04-01,2018-12-01,24.0,45.0,高い,高い,高い,高い,やや低い,92.0,188.0,高い,,,非常に高い,,無償,都市交通,プノンペン交通管制システム整備計画,1,アジア,東南アジア
508,https://www2.jica.go.jp/ja/evaluation/pdf/2021_1560010_4_f.pdf,カンボジア,2021,三菱UFJリサーチ&コンサルティング株式会社,島村真澄,3005000000.0,2428000000.0,2015-07-01,2018-07-26,2015-09-01,2018-08-01,38.0,36.0,高い,高い,非常に高い,非常に高い,非常に高い,81.0,95.0,高い,,,非常に高い,,無償,上水道,カンポット上水道拡張計画,1,アジア,東南アジア
509,https://www2.jica.go.jp/ja/evaluation/pdf/2020_1560890_4_f.pdf,カンボジア,2020,(株)国際開発センター,末吉由起子,1372000000.0,1248000000.0,2016-03-01,2017-08-01,2016-03-01,2017-07-01,18.0,17.0,高い,,高い,高い,高い,91.0,94.0,中程度,,,非常に高い,,無償,その他,第七次地雷除去活動機材整備計画,1,アジア,東南アジア
510,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1560900_4_f.pdf,カンボジア,2023,OPMAC 株式会社,小林信行/川村一希,3540000000.0,2818000000.0,2016-03-21,2018-08-24,2016-03-01,2019-04-01,30.0,38.0,高い,高い,高い,高い,高い,80.0,127.0,やや低い,,,高い,,無償,運輸交通一般、陸運,チュルイ・チョンバー橋改修計画,1,アジア,東南アジア
511,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1660280_4_f.pdf,カンボジア,2023,カンボジア事務所,,893000000.0,751000000.0,2016-08-31,2018-06-30,2016-08-31,2019-07-30,22.0,35.0,高い,高い,高い,高い,やや低い,84.0,159.0,高い,,,非常に高い,,無償,電力,南部経済回廊配電網整備計画,1,アジア,東南アジア
512,https://www2.jica.go.jp/ja/evaluation/pdf/2023_1760400_4_f.pdf,カンボジア,2023,OPMAC 株式会社,小林信行,4156000000.0,3807000000.0,2017-11-01,2020-11-01,2017-11-01,2020-11-01,34.0,37.0,高い,高い,高い,高い,非常に高い,92.0,100.0,やや低い,,なし,高い,,無償,道路,洪水多発地域における緊急橋梁架け替え計画,1,アジア,東南アジア
513,https://www2.jica.go.jp/ja/evaluation/pdf/2020_0881_4_f.pdf,カンボジア,2020,"OPMAC 株式会社, EY 新日本有限責任監査法人","小林信行, 高木秀行",,,,,2015-06-01,,,,審査時から事後評価時にかけて、交通事故外傷を含む非感染性疾患の死亡率が上昇傾向にあり、カンボジアの開発政策でも非感染性疾患の死亡率低下や民間セクターの活用が重視されていた。脳外科手術ができる病院は同国では限られており、本事業の事業目的は日本の援助政策とも十分に合致していた。,,"年間入院患者数は開院3年後の目標2,816人に対し実績1,124人（計画比40%）と下回ったが、年間外来患者数は目標26,355人に対し実績50,819人（計画比193%）と上回った。入院患者数が計画より少ないのは、医療サービス費用が高額であるため。対策として医療費の分割払い、割引、リハビリ目的入院の導入等を行っている。また、現地ニーズを踏まえ小児科および産婦人科も開設された。",脳神経外科で入院後、良好な状態で退院できた患者数は全体の9割程度を占めた。保健当局からは、救急救命医療における専門的な脳外科手術は有意義であり、キャパシティ拡大が期待されているとの意見があった。病院自ら地域医療の連携体制を構築し、医学研究や医療教育にも貢献した。また、基金の開設による医療費支援、抗がん剤の無償提供、無料健康診断など、社会貢献活動も実施した。自然環境への負の影響は確認されなかった。,病院建設と医療機器の調達はおおむね計画に沿って行われた。事業費（実績）は、審査時の想定より円高となった為替レートにより計画を下回った。一方、事業実施に遅延が生じたため、事業期間（実績）は計画を上回った。,,,経営体制は計画に沿っており、株主からの支援体制が整っている。外来患者増加に対応し医療従事者を増員し、施設や医療機器の維持管理体制も確認された。感染対策として院内洗濯・清掃は日本企業の現地子会社に委託している。日本人医師5名が派遣され、日本で研修を受けたカンボジア人看護師が看護部門を運営している。JICA支援による研修も実施されている。収支や債務返済余力から財務見通しは安定的と判断される。,,,,,有償,保健・医療,救急救命医療整備事業,1,アジア,東南アジア
