,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,プロジェクト期,国名,評価年度,評価会社,評価者,プロジェクトコスト_計画時,プロジェクトコスト_実績,プロジェクトコスト_被援助国負担額,プロジェクトコスト_計画時_int,プロジェクトコスト_実績_int,プロジェクトコスト_被援助国負担額_int,プロジェクト期間開始_計画時,プロジェクト期間終了_計画時,プロジェクト期間開始_実績,プロジェクト期間終了_実績,事前評価時_プロジェクト期間（月）,実績_プロジェクト期間（月）,妥当性評価,整合性評価,有効性評価,インパクト評価,効率性評価,効率性_コスト,効率性_期間,持続性評価,適応・貢献評価,付加価値・創造価値評価,総合評価,備考,file,事業形態,分野,案件名,left_4,連番
2764,0,,,1,ケニア,2012,特定非営利活動法人 HANDS,竹中宏美,"1,333百万円","1,322百万円","計画時: 38百万円, 実績: 約44百万円",1333000000,1322000000,44000000,2007年5月,2009年1月,2007年5月,2010年3月,20,37,高い,,高い,高い,中程度,102%,185%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0700900_4_f.pdf,無償,保健・医療,西部地域県病院整備計画,西部地域,2
2765,1,,,2,ケニア,2012,特定非営利活動法人 HANDS,竹中宏美,27百万円,26.8百万円,,27000000,26800000,,2010年3月,2010年5月,2010年3月,2010年5月,2,3,高い,,高い,高い,中程度,102%,185%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0700900_4_f.pdf,無償,保健・医療,西部地域県病院整備計画,西部地域,1
2759,0,,,1,ケニア,2012,特定非営利活動法人 HANDS,竹中宏美,"1,371百万円","1,392百万円",44百万円,1371000000,1392000000,44000000,2007年5月,2009年1月,2007年5月,2010年5月,20,44,高い,,高い,高い,中程度,99%,110%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2012_0961860_4_f.pdf,無償,保健・医療,第二次西部地域県病院整備計画,第二次西,1
910,910,910.0,910.0,1,ケニア,2014,ケニア事務所,,333百万円,356百万円,"2,439,188 シリング",332710280,356000000,2439188,2005年10月,2010年9月,2005年10月,2011年3月,60,66,高い,,高い,高い,中程度,107%,110%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0604755_4_f.pdf,技協,農業一般,半乾燥地コミュニティ農業開発計画プロジェクト,半乾燥地,1
2763,0,,,1,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,365百万円,301百万円,,365000000,301000000,,2007年9月18日,2009年2月,2007年9月18日,2009年4月,17,19,高い,,高い,測定不能,中程度,,,評価せず,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0708400_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（単年度）,HIV・,10
2760,0,,,1,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,365百万円,259百万円,相手国負担経費(関税、保管・品質管理に係る費用、配布に係る費用)に関しては、相手国によって負担されたことが確認された。,365000000,259000000,,2009年1月28日,,2009年1月28日,2010年5月,,16,高い,,高い,測定不能,中程度,79%,111%,評価せず,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868000_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第I期）,HIV・,9
2761,1,,,2,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,308百万円,263百万円,相手国負担経費(関税、保管・品質管理に係る費用、配布に係る費用)に関しては、相手国によって負担されたことが確認された。,308000000,263000000,,2009年7月6日,,2009年7月6日,2011年3月,,20,高い,,高い,測定不能,中程度,79%,111%,評価せず,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868000_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第I期）,HIV・,8
2762,2,,,3,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,294百万円,274百万円,相手国負担経費(関税、保管・品質管理に係る費用、配布に係る費用)に関しては、相手国によって負担されたことが確認された。,294000000,274000000,,2010年12月10日,,2010年12月10日,2012年6月,,18,高い,,高い,測定不能,中程度,79%,111%,評価せず,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0868000_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第I期）,HIV・,7
2757,0,,,1,ケニア,2014,アイ・シー・ネット株式会社,伊藤毅,"1,956百万円","1,609百万円","22,821,434ケニアシリング",1956000000,1609000000,40940094,2009年1月28日,2011年9月27日,2009年1月28日,2011年11月7日,32,33.3,高い,,中程度,中程度,中程度,78.7%,104%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960340_4_f.pdf,無償,水資源開発,カプサベット上水道拡張計画,カプサベ,1
2754,0,,,1,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,365百万円,259百万円,,365000000,259000000,,2009年1月28日,,2009年1月28日,2010年5月,,16,高い,,高い,,中程度,79%,111%,,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960370_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第II期）,HIV・,6
2755,1,,,2,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,308百万円,263百万円,,308000000,263000000,,2009年7月6日,,2009年7月6日,2011年3月,,20,高い,,高い,,中程度,79%,111%,,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960370_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第II期）,HIV・,5
2756,2,,,3,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,294百万円,274百万円,,294000000,274000000,,2010年12月10日,,2010年12月10日,2012年6月,,18,高い,,高い,,中程度,79%,111%,,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_0960370_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第II期）,HIV・,4
2749,0,,,1,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,365百万円,259百万円,,365000000,259000000,,2009年1月28日,,2009年1月28日,2010年5月,,17,高い,,高い,,中程度,79%,111%,,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_1060620_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第III期）,HIV・,3
2750,1,,,2,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,308百万円,263百万円,,308000000,263000000,,2009年7月6日,,2009年7月6日,2011年3月,,21,高い,,高い,,中程度,79%,111%,,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2014_1060620_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第III期）,HIV・,2
2751,2,,,3,ケニア,2014,(株) タックインターナショナル,興津暁子、田島美智子,294百万円,274百万円,,294000000,274000000,,2010年12月10日,,2010年12月10日,2012年6月,,19,高い,,高い,,中程度,79%,111%,,,,高い,報告書では第III期が第II期と誤記されているが、日付と金額から第III期と判断した。,https://www2.jica.go.jp/ja/evaluation/pdf/2014_1060620_4_f.pdf,無償,保健・医療,HIV・AIDS対策計画（第III期）,HIV・,1
914,914,914.0,914.0,1,ケニア,2015,一般財団法人国際開発機構,濱田真由美,,"1,559百万円","5,186,821米ドル",,1559000000,778023150,2002年8月,2007年7月,2002年8月,2007年7月,60,60,高い,,中程度,中程度,中程度,,100%,中程度,,,一部課題がある,本事業はフェーズ1からフェーズ3まで実施され、本報告書では今回評価対象であるフェーズ2、フェーズ3を一体的に一事業として評価した。,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0604715_4_f.pdf,技協,人的資源一般,アフリカ人造り拠点フェーズ2,アフリカ,4
915,915,915.0,915.0,2,ケニア,2015,一般財団法人国際開発機構,濱田真由美,"1,360百万円",447百万円,"4,725,983米ドル",1360000000,447000000,708897450,2007年9月,2012年8月,2007年9月,2012年6月,60,58,高い,,中程度,中程度,高い,33%,97%,中程度,,,一部課題がある,本事業はフェーズ1からフェーズ3まで実施され、本報告書では今回評価対象であるフェーズ2、フェーズ3を一体的に一事業として評価した。,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0604715_4_f.pdf,技協,人的資源一般,アフリカ人造り拠点フェーズ2,アフリカ,3
902,902,902.0,902.0,1,ケニア,2015,一般財団法人国際開発機構,濱田真由美,,"1,559百万円","5,186,821米ドル",,1559000000,778023150,2002年8月,2007年7月,2002年8月,2007年7月,60,60,高い,,中程度,中程度,中程度,,100%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0701790_4_f.pdf,技協,人的資源一般,アフリカ人造り拠点プロジェクト フェーズ3,アフリカ,2
903,903,903.0,903.0,2,ケニア,2015,一般財団法人国際開発機構,濱田真由美,"1,360百万円",447百万円,約650百万円,1360000000,447000000,650000000,2007年9月,2012年8月,2007年9月,2012年6月,60,58,高い,,中程度,中程度,高い,33%,97%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_0701790_4_f.pdf,技協,人的資源一般,アフリカ人造り拠点プロジェクト フェーズ3,アフリカ,1
2752,0,,,1,ケニア,2015,グローバルリンクマネージメント株式会社,末吉由起子,"2,867百万円","2,607百万円",322百万円,2867000000,2607000000,322000000,2010年6月,2012年12月,2010年9月,2013年2月,31,30,高い,,高い,高い,中程度,90%,97%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2015_1060040_4_f.pdf,無償,上水道,エンブ市及び周辺地域給水システム改善計画,エンブ市,1
904,904,904.0,904.0,1,ケニア,2016,ケニア事務所,,380百万円,294百万円,,380000000,294000000,,2006年7月,2009年6月,2006年7月,2009年6月,36,36,高い,,中程度,中程度,高い,77%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0604764_4_f.pdf,技協,保健・医療,エイズ対策強化プロジェクト（フェーズ1）,エイズ対,4
905,905,905.0,905.0,2,ケニア,2016,ケニア事務所,,約400百万円,371百万円,,400000000,371000000,,2010年1月,2014年1月,2010年1月,2014年1月,49,49,高い,,中程度,中程度,高い,93%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0604764_4_f.pdf,技協,保健・医療,エイズ対策強化プロジェクト（フェーズ1）,エイズ対,3
898,898,898.0,898.0,1,ケニア,2016,ケニア事務所,,370百万円,398百万円,,370000000,398000000,,2009年7月,2013年6月,2009年7月,2013年6月,48,48,高い,,中程度,中程度,中程度,108%,100%,中程度,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0800842_4_f.pdf,技協,保健・医療,ニャンザ州保健マネージメント強化プロジェクト,ニャンザ,1
901,901,901.0,901.0,1,ケニア,2016,株式会社国際開発アソシエイツ,原口孝子,"3,318百万円","2,002百万円",999百万円,3318000000,2002000000,999000000,2009年1月,2013年12月,2009年1月,2013年12月,60,60,高い,,高い,高い,高い,67%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0800849_4_f.pdf,技協,基礎教育,理数科教育強化計画プロジェクト,理数科教,1
896,896,896.0,896.0,1,ケニア,2016,ケニア事務所,,380百万円,294百万円,光熱費,380000000,294000000,,2006年7月,2009年6月,2006年7月,2009年6月,36,36,高い,,中程度,中程度,高い,77%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0900963_4_f.pdf,技協,保健・医療,エイズ対策強化プロジェクト（フェーズ2）,エイズ対,2
897,897,897.0,897.0,2,ケニア,2016,ケニア事務所,,約400百万円,371百万円,研修費用の一部,400000000,371000000,,2010年1月,2014年1月,2010年1月,2014年1月,49,49,高い,,中程度,中程度,高い,93%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_0900963_4_f.pdf,技協,保健・医療,エイズ対策強化プロジェクト（フェーズ2）,エイズ対,1
2753,0,,,1,ケニア,2016,アイ・シー・ネット株式会社,岸野優子・松本幸敏,2743百万円,2640百万円,356百万円,2743000000,2640000000,356000000,2010年2月,2012年2月,2010年3月,2013年11月,25,45,高い,,高い,高い,中程度,96%,180%,高い,,,非常に高い,計画期間は、本文書の評価ロジックに基づき25ヶ月として期間を算出しています（p.7 脚注9参照）。,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1060510_4_f.pdf,無償,都市交通,ナイロビ西部環状道路建設計画,ナイロビ,1
2748,0,,,1,ケニア,2016,アイ・シー・ネット株式会社,岸野優子・松本幸敏,675百万円,530百万円,67百万円,675000000,530000000,67000000,2011年8月,2013年5月,2011年8月,2013年5月,22,22,高い,,中程度,中程度,高い,87%,100%,低い,,,一部課題がある,プロジェクトコスト_実績は日本側負担額のみ。被援助国側の実績額は不明。プロジェクトコスト_被援助国負担額は計画時の値。,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1061010_4_f.pdf,無償,上水道、水資源開発,第二次地方給水計画,第二次地,1
2747,0,,,1,ケニア,2016,ケニア事務所,,899百万円,826百万円,,899000000,826000000,,2011年8月8日,,2011年8月8日,2013年6月17日,,22,高い,高い,高い,高い,中程度,92%,110%,低い,,,一部課題がある,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160540_4_f.pdf,無償,保健・医療,ワクチン保管施設強化計画,ワクチン,1
2746,0,,,1,ケニア,2016,株式会社国際開発アソシエイツ,原口孝子,605百万円,618百万円,41百万円,"605,000,000","618,000,000","41,000,000",2011年8月,2013年5月,2011年8月,2013年10月,21,27,高い,,高い,高い,中程度,102%,129%,高い,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2016_1160620_4_f.pdf,無償,教育、中等教育,アフリカ理数科・技術教育センター拡充計画,アフリカ,1
906,906,906.0,906.0,1,ケニア,2017,ケニア事務所,,295百万円,317百万円,,295000000,317000000,,2006年11月,2009年11月,2006年11月,2009年11月,36,36,高い,,中程度,中程度,中程度,107%,100%,高い,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_0604759_4_f.pdf,技協,開発計画一般,小規模園芸農民組織強化計画プロジェクト,小規模園,1
888,888,888.0,888.0,1,ケニア,2017,ケニア事務所,,360百万円,421百万円,,360000000,421000000,,2011年10月,2014年9月,2011年10月,2014年9月,36,36,高い,,高い,高い,中程度,117%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1000607_4_f.pdf,技協,基礎保健,コミュニティヘルス戦略強化プロジェクト,コミュニ,1
890,890,890.0,890.0,1,ケニア,2017,ケニア事務所,,570百万円,437百万円,,570000000,437000000,,2012年3月,2015年2月,2012年3月,2015年2月,36,36,高い,,中程度,中程度,高い,77%,100%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1003119_4_f.pdf,技協,新・再生エネルギー,再生可能エネルギーによる地方電化モデル構築プロジェクト,再生可能,1
885,885,885.0,885.0,1,ケニア,2017,ケニア事務所,,310百万円,372百万円,,310000000,372000000,,2012年11月,2014年1月,2012年11月,2014年12月,15,26,高い,,高い,高い,中程度,120%,173%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1100511_4_f.pdf,技協,都市計画・土地造成,ナイロビ市都市開発マスタープラン策定プロジェクト,ナイロビ,1
881,881,881.0,881.0,1,ケニア,2017,ケニア事務所,,350百万円,409百万円,,350000000,409000000,,2014年1月,2015年3月,2014年1月,2015年9月,15,21,高い,,高い,高い,中程度,117%,140%,中程度,,,高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2017_1300661_4_f.pdf,技協,工業一般,モンバサ経済特区開発マスタープランプロジェクト,モンバサ,1
909,909,909.0,909.0,1,ケニア,2018,ケニア事務所,,380百万円,369百万円,,380000000,369000000,,2005年12月,2010年12月,2005年12月,2010年12月,60,60,高い,,中程度,中程度,高い,97%,100%,中程度,,,高い,計画された建設工事は事業期間内に完了しなかったため未完。,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0604760_4_f.pdf,技協,開発計画一般,中南部持続的小規模灌漑開発・管理プロジェクト,中南部持,1
899,899,899.0,899.0,1,ケニア,2018,ケニア事務所,,590百万円,577百万円,,590000000,577000000,,2010年3月,2015年3月,2010年3月,2015年3月,60,60,高い,,高い,高い,高い,98%,100%,中程度,,,非常に高い,,https://www2.jica.go.jp/ja/evaluation/pdf/2018_0900151_4_f.pdf,技協,農業一般,小規模園芸農民組織強化・振興ユニットプロジェクト,小規模園,1
